content,score,at
Udah gw keluarin dari tv biar bisa nonton di hp tetep aja gak bisa lebih dari satu katanya yang nonton tod. Gimana ini gw mau nonton jadi gk mood dah nyesel gw mending netflix,1,2025-01-19 18:48:31
Bagus sih TPI knp harus premium,1,2025-01-19 18:43:21
Aneh,1,2025-01-19 18:27:04
"Aplikasinya jelek, mau login susahnya minta ampun, ğŸ˜‘",1,2025-01-19 17:18:43
"Langganan indihome paket jitu 1 (plus disney hot star gratis) tapi sejak bulan januari 2025 disney hot starnya gak bisa di mainkan, di minta untuk berlangganan lagi, pafahal sudah bayar include paket indihome",1,2025-01-19 14:35:25
Mendukung isruul,1,2025-01-19 13:25:14
Boycott!,1,2025-01-19 12:56:24
"Malamnya byr langganan,paginya ga bisa di tonton..tlong trf kembali uang sya ?? Aplikasi PENIPU!!!!!!!",1,2025-01-19 09:15:33
Jelek bgt. Rugi nyoba langganan disini.,1,2025-01-19 01:02:39
Cepet donglot ya,5,2025-01-19 00:20:16
Black out,1,2025-01-18 23:38:30
saya belum coba aplikasi nya tapi saya yakin aplikasi ini bisa menjadi yang terbaik,4,2025-01-18 21:52:40
"Cuih, bayar doang apk ga di urus, bug udah 2 hari blum di fix, masa suruh denger audio doang kontol, percuma bayar",1,2025-01-18 21:20:04
lumayan boy,4,2025-01-18 16:18:11
"tampilannya hd, cuma pas rewatch beberapa film ada scene yg ke potong, jadi males lanjut nonton karna ga nyambung, 65rb rugi sih mending netflix",3,2025-01-18 14:16:59
ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡,1,2025-01-18 06:18:23
india semua jir,1,2025-01-17 13:52:42
Gawwwd deyemm,1,2025-01-17 11:37:48
BOYCOTT ğŸ‘ŠğŸ˜’,1,2025-01-16 23:52:17
Di perangkat tablet Huawei tidak bisa di download karena tidak tersedia di negara andda. Padahal di HP & device lain tersedia.,1,2025-01-16 23:52:04
Apk tidak bisa di buka,1,2025-01-16 19:21:36
tidak bisa berlangganan payah ini aplikasi,1,2025-01-16 18:30:38
Ini kenapa Disney+ gua gabisa dibuka ya? Tulisannya karena vpn/proxy padahal ngerasa gapernah pake vpn... pls banget inimah:))),1,2025-01-16 11:13:45
nyari harry Potter aja gak muncul gak di temukan apaaan NAJIS Udah berlangganan padahal Acuih,1,2025-01-16 04:57:24
"setelah melihat penilaian orang-orang, saya tidak jadi berlangganan aplikasi iniğŸ¤£",1,2025-01-16 03:27:44
Pas nonton sering nge leg padahal udah vip,1,2025-01-16 03:19:18
"Aplikasi sampah, sudah langganan gak bisa di buka",1,2025-01-15 20:45:52
No komen,1,2025-01-15 17:38:14
Gua sih gak papa yang penting bisa nonton film,5,2025-01-15 17:03:25
Udah masukin kode otp yg benar tapi tetap tidak bisa log in,1,2025-01-15 10:11:15
"knp ya pdhln udh bner nmor tlvn nya kok gada masuk kode Verifikasi otp nya, udh coba hps apk nya trs donwload lgi percuma!!",1,2025-01-15 09:34:48
Best,1,2025-01-15 08:14:39
"Padahal film nya bagus"" tpi sayang bngt dikit"" loading terusssssssss",2,2025-01-14 21:32:20
Lumayan kalau lagi senggang buat nonton film,5,2025-01-14 21:17:57
"Ini aplikasi apaan sih ada suaranya gaada gambarnya, berkali kali hapus aplikasi terus di instal ulang tetep gambar ga muncul, udah ganti jaringan wifi ke data tetep eror, kapok lah baru pertama kali langganan disney gamau langganan lagi mending pakai aplikasi sebelah gapernah eror trs login lebih simple ga pake otp"" segala",1,2025-01-14 20:07:42
Apk g guna. Udh daftar udah masukin kode gk bisa juga,1,2025-01-14 19:09:35
"Berlangganan melalui paket Indihome. Tiba2 dinyatakan stop berlangganan. Padahal bayaran masih pakai harga paket Disney. Lapor Sabtu, Senin di follow up dari Indihome. Masih tidak bisa nonton Disney.",1,2025-01-14 18:27:42
So many bug. Black screen with subs and sound. ğŸ˜’,2,2025-01-14 17:35:29
NAJIS JIYONIS,1,2025-01-14 14:18:14
"Ikutan ah bintang 1 mau langgana rating jelek gak jadi,",1,2025-01-14 12:01:50
"Mantap, bisa nonton Marvel series",5,2025-01-14 06:04:22
"kenapa tdk ada gambarnya terus setiap di setel, sudah uninstal trus instal lagi tetep kaya gitu , layar gelap suara film ada",2,2025-01-13 23:09:15
"PADAHAL BELUM PAS WAKTUNYA, MAIN POTONG SALDO AJA",1,2025-01-13 22:16:03
Mahalll,1,2025-01-13 16:04:39
"Bagus. Dub Indonesia nya juga mantap. Gak rugi langganan di sini. Tapi coba tolong brightness nya lebih diterangi, gelap banget soalnya. Lampu hp udah mentok tetap gelap.",5,2025-01-13 14:08:17
Lemotttt,1,2025-01-13 11:39:47
"sayang bngt udah di paketn malah gk bisa masuk apes"" melayang",1,2025-01-13 05:28:02
Sudah berhari-hari kalau mau nonton filmnya gak ada gambar tapi ada suara. Ada apakah dgn Disney+Hotstar? Tolong segera diatasi.,1,2025-01-12 18:35:52
login saja susah,1,2025-01-12 10:09:27
Aku pengen nonton tapi harus banget langganan aku cuma mau nonton harus banget ya bayar udah gitu mahal lagi 65RB aku gak mau langganan cuma mau nonton,1,2025-01-12 09:29:25
gabisa login,1,2025-01-12 07:30:47
"Bagusss,klo ad mslh tinggal email ke kakak disneynya kakanny ramah dan sllu mengusahakan kendala yg dihadapi teratasi",5,2025-01-11 13:57:18
bikin nostalgia,5,2025-01-11 09:34:31
WOKEE,1,2025-01-10 23:00:47
Mau login saja susah amat,1,2025-01-10 20:04:20
Kenapa gbisa di buka?,1,2025-01-10 18:01:37
Tolong lah bulanan nya mahal,1,2025-01-10 14:35:37
Bagus banget tapi sayangnya beberapa bulan kemudian harus bayar...,4,2025-01-10 08:35:02
Ga kayak dulu,1,2025-01-09 22:36:51
"Pas udah langganan baru liat satu film udah gak bisa dibuka aplikasinya, tolong banget disney ini mah harus dibenerin padahal filmnya bagus2 dan kualitas gambarnya juga keren padahal. Nanti kalo udah bisa lagii aku tambah bintang, oke makasihâ˜ºï¸",5,2025-01-09 21:58:06
"Kenapa baru langganan langsung gak bisa, error , tolong dong",5,2025-01-09 17:42:37
"Tolong ya demi kebaikan, ada yang harus di perbaiki yaitu kode error terus jadi kesusahan semua udah di lakuin terus lebih gampang login di website ketimbang aplikasi nya jujur kangen disney+ awal awal kemunculan nya ga bermasalah dan harga nya terjangkau",5,2025-01-09 14:50:51
"Dulu makan banget data tapi resolusi sama pilihan film nya banyak,,sekarang semua harus berlangganan jadi uninstal dehğŸ˜­",2,2025-01-09 13:40:09
"uday download tpi blm cobaa, gtw sama ga kaya Netflix",5,2025-01-09 12:17:12
"loading terus suka log out sendiri, ujung2 nya error, yg disalahin jaringan padahal jaringan bagus",1,2025-01-08 21:02:03
Aplikasi nya bagus banget di mana saya fans Disney lagi Btw semangat hadapin orang yang ngaku ngaku apk nya ngelag TPI mereka gak lihat kondisi hp kentang mereka dluan,5,2025-01-08 18:47:50
Beli langganan yang satu tahun uang sudah di ambil tapi masih aj suruh berlanganan lagi ga bisa di akses selalu error gimana ini kirim email ga di bales-bales saya merasa di rugikan.....,5,2025-01-08 15:49:22
Apk,1,2025-01-08 03:54:02
"Kode verifikasinya udah benar, tapi error terus",1,2025-01-07 18:51:11
"Tolol, ngebug terus",1,2025-01-07 18:01:06
"Subtitle terlalu kecil, bikin sakit mata kalo nonton di hp",2,2025-01-07 11:09:57
Cara stop berlangganan gimana ya,3,2025-01-07 08:56:47
"tolong saya ingin refund, setelah berlangganan tidak bisa nonton alias muter2 terus ( loading ) padahal jaringan bagus",1,2025-01-07 07:55:33
Kecewa masa prabayar skrg jd gbsa nonton Indonesia idol,1,2025-01-06 22:47:59
Aplikasi nya tidk bisa di daftarr,1,2025-01-06 19:09:51
Sangat mengecewakan apk ini.,1,2025-01-06 18:59:01
Bagimana mau nonton semua harus bayar pas udah bayar eh malah eorror BALIKI UANG KU TOLOL DAYLAH CAPEK,1,2025-01-06 17:36:11
"HATI2 BUAT YANG NIAT BERLANGGANAN DISNEY, KARNA SANGAT SULIT KEMBALI DISAAT INGIN PEMBERHENTIAN BERLANGGANAN , SAYA SUDAH MELAKUKAN TAHAP PEMBERHENTIAN BERLANGGANAN DISNEY PLUS HINGGA SAYA YAKINI 2X DAN SUDAH SAYA HAPUS APLIKASI DISNEYPUN, NAMUN TETAP TAGIHAN SENILAI RP. 799.000. MASUK KE KARTU KREDIT SAYA, SAYA MERASA SANGAT DIRUGIKAN DAN KECEWA. BURUKNYA APLIKASI INI TDK MENYENDIAKAN LIVE CHAT COSTUMER UTK FAST RESPON ğŸ˜¡ğŸ‘ğŸ‘ğŸ‘ğŸ‘",1,2025-01-06 08:59:27
Jelek banget mending Netflix,1,2025-01-05 21:07:15
Aplikasi lemottt,1,2025-01-05 19:34:55
susah banget buat login,1,2025-01-05 19:32:54
"tidak lebih baik dari Netflix, tidak bisa nonton di tv, juga download nya 2 hari hilang tak bisa diputar ofline",3,2025-01-05 16:45:21
"Aplikasi error gk jelas, gk bisa di pake mohon di perbaiki tidak support ke s24 ultra ya?",1,2025-01-05 14:30:46
more expensive.,1,2025-01-05 14:13:45
"baru pertama download harus berlangganan setiap film yang mau di putar,,dimana sih yang gk ada berlangganan nya biar kita bisa nonton.. udah langganan 65.000 katanya belum bisa muter filmnya...aneh nhi aplikasi Disney...",1,2025-01-05 10:51:31
"Gimana nih min, malam ini saya berlangganan. Login bs, tp pas mau di setel filmnya kenapa kembali kehalaman depan dan diarahkan berlangganan. Tlg diperbaikilah",1,2025-01-04 20:33:13
"pas lagi nonton sering ngelagÂ² sendiri padahal jaringan lagi bagus, percuma harga mirip-mirip platform sebelah tapi kualitasny begini",1,2025-01-04 19:20:55
apk nya apaan dh gniat?,1,2025-01-04 18:38:30
Apa sihhh masa harus bayar dan juga daftar ny ga bisaÂ² padahal udah peke email atau nomer udah berulangÂ² kali aku daftar tetep aja ga bisa gimana si tolol,1,2025-01-04 09:19:40
Sungguh bagus dan oke gan,5,2025-01-04 01:29:51
"Kdrama the light in your eyes tiba tiba gak ada, padahal tadi siang baru ditonton, aneh, uda bayar",1,2025-01-03 20:56:21
Ew,1,2025-01-03 20:08:05
LGBT mulu,1,2025-01-03 17:57:10
"mau login aja susah banget, eror mulu. tolong dibenerin aplikasinya.",1,2025-01-03 14:38:23
Sangat menarik sekali,5,2025-01-03 13:27:17
Banyak film banyak bobaa,1,2025-01-03 10:15:59
please fixed,1,2025-01-03 09:43:10
Muahalllnya gak ketulungan,1,2025-01-03 06:18:11
Film nya ga lengkap,1,2025-01-02 22:45:33
"apk nya jelek jadi nyesel beli nya, padahal jaringan lancar tapi pas nonton lag terus",1,2025-01-02 20:02:12
JelekğŸ¤®,1,2025-01-02 17:19:10
Saya sudah download dan juga sudah bayar tapi belum bisa nonton apapun. Tolong segera diperbaiki,1,2025-01-02 04:05:48
"Aplikasinya bagus, harganya hampir sama kayak Netflix. Filmnya bagus-bagus, sekeluarga puas nonton am aplikasi Disney+. Trimakasih Disney.",5,2025-01-01 22:01:27
Jelek,1,2025-01-01 17:57:18
respon penanganan masalahnya cepat sudah tidak black screen lagi bagus bagus lanjutkan,5,2025-01-01 17:54:05
"Saya sudah kasih bintang 5, jadi Tolong dubbing film Deadpool & Wolverine kebahasa Indonesian plissğŸ™........... karna aku suka film ituğŸ™‚â€â†•ï¸",5,2025-01-01 16:09:34
Kenapa susah sekali loginnya. Padahal sudah dapat kode otp tapi tidak bisa masuk.,1,2025-01-01 14:44:30
Tolong perbaiki akses film MARVEL tidak muncul film nya,1,2025-01-01 11:29:16
Berhenti berlangganan karena semua konten barunya harus ada WOKE agenda nya,1,2025-01-01 09:43:51
Vidionya tidak bisa diputar..,1,2025-01-01 09:21:01
Saya mau login error tulisannya ERR_UM-092. Sudah coba kirim email komplain namun tidak ada balasan.,1,2025-01-01 08:56:19
Good Jobs...ğŸ‘ğŸ‘Œ,5,2025-01-01 02:03:21
Sudah langganan. Tapi saat digunakan di AndroidTV tidak bisa...,1,2024-12-31 19:43:53
Tolong tambahin fitur login pake email dong,3,2024-12-31 15:36:36
"Kenapa tiba tiba saat putar videonya malah blank warna hitam, padahal baru seminggu berlangganan dan baru pertama kali berlangganan langsung seperti ini saya sangat sangat kecewa",1,2024-12-31 15:31:15
Saya bayar bulanan tapi sudah 2 minggu ga bisa d pake selalu koneksi koneksi saya buka aplikasi lainnya bagus2 aja tuh rugi langganan ampun deh sering banget begini,1,2024-12-31 14:58:22
Sebenarnya dulu bersaing banget paketnya awal awal murah banget 10rb-20rb.. Sekarang malah mehong banget kayak harga streaming sebelah 65rb.. Malah Streaming sebelah suka ada promo.. Ini kadang malesin OTP suka lama.. Lama2 goodbye dengan adanya streaming plus layanan live olahraga..,1,2024-12-31 13:44:08
"Pustaka filmnya kebanyakan film'2 lawas, sepertinya tertinggal dari bbrp apk streaming lain. Mohon perbaharui perpustakaan kalian...",2,2024-12-31 10:38:34
Knp setiap saya longin ad ajğŸ—¿,1,2024-12-31 10:12:25
"Layarnya kok Hitam ? Udah di uninstall tetap aja masih hitam, diperbaiki ddong disney, udah berlangganan juga",1,2024-12-31 09:34:50
"Beda sama netflik,kalo netflik masuknya gampang,,di Disnep susah,mn filmnya juga kurang bgus",2,2024-12-31 05:48:47
Dah mahal di hp saya gak bs log in aplikasinya.lewat web bisa.lapor cs pun masalahnya gak selesai.sungguh app tidak berguna,1,2024-12-31 05:00:57
Jelek banget sumpah mana bayar yg ga bayar cuma 13 dtik doang,1,2024-12-30 22:17:48
wkwk jadi bintang 1,2,2024-12-30 17:08:22
Kenapa paket bulanan 650000 transaksi erro orreh 04,3,2024-12-30 16:43:25
Hari ini adalah daftar putar remix hari ini adalah daftar dia akan diam diam diam diam diam diam diam dan menunggu proses difusi b b aja deh ya kak untuk nomornya dan untuk tagihan kartuHalo silakan infokan no HP ready ya tks DK badi g ada di dalam atau kayu dan untuk jadi yang lebih besar daripada kemampuanmu baik dari hari tu lembut kan aku tak suka orang lain tak suka dia kan ya jfb tanpa mention ke miminmiming y gk mau mensupport t mulai dari harga murah di abad ke dalam kayu yang lebih baik,5,2024-12-30 15:03:29
tidak cocok untuk anak kecil yang mau nonton harus berlangganan semua,3,2024-12-30 10:38:53
Tolong lah ini ga nyaman banget nonton loading ga jelas. Kalo bukan karena Marvel juga ogah,1,2024-12-30 09:37:07
ğ™¸ğš—ğš’ ğšŠğš™ğš•ğš’ğš”ğšŠğšœğš’ ğšŠğš™ğšŠ ğš”ğšŠğš¢ğšŠğš” ğš”ğš˜ğš—ğšğš˜ğš•,1,2024-12-30 08:56:07
Terlalu lama kirim kode,1,2024-12-30 04:40:37
"apk yang aneh, pertama kali saya berlangganan apk ini ga ada masalah, namun setelah berlangganan yang ke 2 kalinya baru timbullah beberapa masalah seperti Layar Hitam - Video Jalan namun tetap layar hitam, sungguh merugikan costumers ayolah kita bukan orang yang super duper kaya untuk donasi 65rb untuk perusahaanmu bung, kita butuh hiburan dan tolong cepat perbaiki masalah ini,jika kalian tidak bisa me-refund biaya yang kami keluarkan",1,2024-12-29 17:43:48
"Sering eror, tiba-tiba putus padahal koneksi bagus, Tiba-tiba hilang karena dinyatakan kebanyakan perangkat. Bosok",1,2024-12-29 12:26:32
jelek anjg susah bgt cokkk mau login anjgg anjg apk tolol,1,2024-12-29 11:21:47
"Kenapa pas di masukin no yg SDH di daftarkan ke premium TDK bisa ,,, Tolong Di perbaiki,, Kalau tidak kembalikan uang yg sudah kami bayar",1,2024-12-29 01:51:26
Harganya jadi mahal,2,2024-12-28 23:34:27
"Gk jelas gk bisa login, masukan otp bermasalah di cri bantuan malah error gk bisa hubungi",1,2024-12-28 19:16:03
"bagus sih, tapi begimana inii tulisannya bayar langganan besok (29 Desember) tapi kenapa tadi otomatis kebayar? tolong bisa direfund atau tidak?",3,2024-12-28 15:57:04
Pantesan udah ga dipake telkomsel lagi haha..,2,2024-12-28 14:12:07
bagus,4,2024-12-28 11:50:05
Apk tolol,1,2024-12-28 11:32:29
"Udah beli paket yang premium sebulan, malah waktu nonton layarnya hitam semua",1,2024-12-28 06:20:20
Nice On My Samsung Galaxy M14 5G ğŸ‡²ğŸ‡¨,5,2024-12-28 05:31:23
uninstall aja,1,2024-12-28 01:29:57
"Saya baru saja berlangganan paket basic, tapi kenapa saat masuk status akun saya tentap pengguna gratis... Sudah saya ulang keluar masuk,bahkan. Update tetap saja tidak bisa digunakan.. Sangat mengecewakan...",1,2024-12-27 23:26:48
Jeleg,1,2024-12-27 21:46:47
Pendukung elgibiti,1,2024-12-27 21:43:59
kok ga ada film the return of jafar?,3,2024-12-27 20:01:17
Baru download..sdh punya akun sblmnya ...pas mau Login susah amat...klik bantuan malah server error,1,2024-12-27 20:00:57
Sering eror. Mau masuk aja eror terus,1,2024-12-27 11:55:21
Gabut aja ikut ikut rating satuğŸ˜¹ğŸ˜¹,1,2024-12-27 07:10:10
Film nya bagus bagus,5,2024-12-26 20:16:55
Sampah banyak bug SU.,1,2024-12-26 19:55:36
"Susah diputar, kualitas video jelek, yang paling utama apk nya motong dana otomatis,, kualitas buruk , filmnya tidak ada yang jelas",1,2024-12-26 19:09:50
SAMPAH!!!! KUALITAS MAKIN MEMBURUK,1,2024-12-26 15:31:41
Burikkk,1,2024-12-26 14:24:25
Kenapa ga bisa login pake nomor njirr,1,2024-12-26 13:27:37
Sangat sangat bagus,5,2024-12-26 12:04:05
Bagus,5,2024-12-26 11:42:24
Setiap mau nonton layar nya hitam semua,2,2024-12-26 10:13:17
Nyeri flim masa gk ada atau gmn kh padahal tulisan ny dh betul,1,2024-12-26 10:07:50
"Saya gak tau ini karena hp saya atau bukan tapi pertama kali saya langganan itu gak ada eror sama sekali. Saya baru langganan lagi lalu baru 3 hari erornya banyak banget -Layar hitam doang pas mau nonton -Subtitlenya delay -Layar hitam, suaranya jalan namun hp saya sampe gak bisa sentuh apapun Rugi banget nih langganan Disney. Tau gitu langganan Aplikasi merah, eror jarang banget gak kaya nih aplikasi 1 yang hampir buat hp saya rusak total.",1,2024-12-26 10:06:18
menurut saya disney+ hotstar susah cari genre film,4,2024-12-26 08:32:58
"Gak bisa nonton padahal udah berlangganan,",1,2024-12-26 05:56:15
"Tolong yaa perbaikannya untuk payment via Telkom, pdhl pulsanya lebih dari nominal tercantum tpi "" tidak mencukupi "" gatau juga dh gmna ituuu",4,2024-12-25 21:45:41
"filmnya makin ketinggalan sama dibanding netflix.. ga ada yg seru, kacau..",1,2024-12-25 14:25:03
"Saya pernah berlangganan, kualitas video tidak pernah bagus",1,2024-12-25 12:00:38
Aku gak bisa nonton ni premium?ğŸ˜’ğŸ™ğŸ»,1,2024-12-25 09:24:14
susah dibuka. kelamaan loding. boros memori. kadang ga da gambarnya hrs restart hp dulu,3,2024-12-24 21:07:00
Nyesel pake aplikasi ini banyak eror mulu sdh tmbah mahal sering eror2 mlu,1,2024-12-24 19:58:02
"aplikasi gajelas, di web sm tv bisa login. di aplikasinya malah error gagal terus loginnya",1,2024-12-24 18:23:52
sok sokan buat aplikasi.,1,2024-12-24 16:32:12
Aneh banget ga bisa daftar ga bisa log in,1,2024-12-24 14:54:00
"aplikasi bobrok udah berlangganan mahal mahal, malah gabisa nonton karena layarnya hitam",1,2024-12-24 13:31:10
"Kesalahan Koneksi twrus min..padahal ga ada vpn atau proxy.. Solusinya gimana ini ,udah di re instal tetep ga bisa nonton juga.jadi rugi bayar mahal mahal.",1,2024-12-24 13:22:51
"Hostar sekarang sungguh mengecewakan. Hasil unduhan bisa tiba2 hilang, buffering lama padahal kuota normal dan aplikasi sering error. Mohon dibenahi. Sayang banget padahal filmnya bagus bagus.",2,2024-12-24 12:35:41
Aplikasi ny gc bgus gc bisa nautkan no hp gc jls,1,2024-12-24 10:09:51
apk gk guna,1,2024-12-24 04:06:38
Waduh rek rek kudu anggo kartu telkomsel to maaf salah,1,2024-12-23 22:42:15
Sangad buruk pelayanan cs nya ribet,1,2024-12-23 19:33:06
"Ini kenapa jadi ga bisa nonton ? Perasaan saya ga pake vpn, bahkan di tv ga pernah buka2 vpn ga bisa juga Sayang duitnya 65rb nih baru juga bayar udah ga bisa di buka",1,2024-12-23 18:36:11
"woy saya ga minta buat bayar ini, saya isi saldo buat beli baranh penting buka bayar ini malah kebayar sendiri aplikasi gimana sih kembalikan uang saya",1,2024-12-23 12:48:56
"Udh ambil paket nonton di Telkomsel, eh pas nonton ga muncul2 gambarnya malah muter-muter terus. Padahal sinyal lancar dan paket data masih byk, gila gimana nih aku nonton kalo ga jalan videonya masih muter-muter terus loading.",1,2024-12-23 11:43:21
Bad version,1,2024-12-23 01:42:07
Gak bisa login acan,1,2024-12-22 23:02:04
Tolong perbaiki lgi Mohon maaf ini hasil unduhan kok ndak bsa di tonton scara offline gmna konsepnya y,1,2024-12-22 22:54:19
Aneh banget ga bisa login di tablet. Udah coba berkali pun tetep ga bisa.,1,2024-12-22 22:16:53
"Aplikasi gamau rugi, mahal banget bayarnya, gak ngotak",1,2024-12-22 19:14:24
Ga rekomen bgt login nya ribet bgt. Ngeribetin udh Gunta ganti nomor ttp aja gabisa masuk.. Aplikasi ribet pollll,1,2024-12-22 15:21:29
Lemot,1,2024-12-22 13:07:58
"Gabisa beli perhari / perminggu, bintang 1",1,2024-12-22 11:47:33
"Please fix the connection issued and streaming always buffering and black screen, while i was use my phone for streaming is bad, while i was use my smart tv actually work well, i hope your application work well on phone too",1,2024-12-22 11:17:14
"ini kenapa saya lagi nonton film yang saya download tiba-tiba translate sama percakapan di filmnya masih ada tapi gak ada gambar cuman hitam doang, aneh banget padahal saya premium tapi bikin kecewa, pdhl lagi seru serunya nonton malah kek gitu",1,2024-12-22 10:03:19
Aplikasi jelek katanya,1,2024-12-22 08:27:03
Tayangan nya menjijikkan,1,2024-12-21 20:48:07
RCIT,2,2024-12-21 19:01:57
"Ya kali, masa layarnya hitam doang. kita disuruh dengerin suara aja gtu? Udah coba ini itu, tetap aja hitam layarnya. Suaranya doang yg muncul ğŸ¤§",1,2024-12-21 17:50:47
KODE OTP NYA SALAH MULU KOCAGGHGGHG,1,2024-12-21 16:52:22
"Mau langganan aplikasi ini, tapi pas mau masuk ke aplikasi kok tulisannya error, udah masukin kode OTP yang di kasih dari pesan tapi tetap aja tidak bisa, tulisannya error terus, padahal mau nonton MCU ;(",1,2024-12-21 16:24:04
"Langganan gk teebaca di google tau2 kepotong, terus akun gk sengaja keluar mau masuk lg gk bisa karena otp gk dikirim2 berkali-kali coba otp gk dpt",1,2024-12-21 15:35:29
apj stream tergajelas loginnya aneh,1,2024-12-21 13:36:15
Kode otp udah masuk pas dimasukin gk bisa apalah,1,2024-12-21 12:55:04
"Aplikasinya bagus juga gak ada film yang horor jadi anak2 juga bisa ikut nonton film di hp, jadi tidak repot2 nonton ke bioskop ğŸ˜ŠğŸ‘",5,2024-12-21 12:44:27
delay mulu otp nya,1,2024-12-21 12:28:53
zionist.,1,2024-12-21 11:26:07
"Mohon maaf tidak bisa ini jadi mahalÂ² kali 7999.000 bulan, saya kaget mahal hah ? Kok bisa sih? Yang tinggi juta bulan cukup ? . . Terimakasih bintang bagus sedikit baik kurang nya ........ â˜ºï¸ğŸ™ğŸ» Sorry.. ( DISNEY )",1,2024-12-21 11:04:31
"Ada suara tidak ada gambar,tolong dong di perbaiki apknya sudah bayar malah juga",1,2024-12-21 09:48:18
"Saya malam ini baru saja berlangganan dan saya mencoba logout, waktu saya masuk lagi tapi kode otp yang muncul di sms tidak bisa di masukan untuk login kembali, mohon bantuan nya",1,2024-12-20 23:56:06
Gak bisa daftar,1,2024-12-20 21:43:09
bingung aplikasi streaming tapi gk bisa streaming alasan koneksi padahal jaringan wifi maupun data seluler bagus semua,1,2024-12-20 13:12:53
